city,year,weekofyear,total_cases
iq,2012,10,7
iq,2012,11,6
iq,2012,12,6
iq,2012,13,8
iq,2012,14,6
iq,2012,15,9
iq,2012,16,10
iq,2012,17,9
iq,2012,18,9
iq,2012,19,5
iq,2012,20,5
iq,2012,21,6
iq,2012,22,6
iq,2012,23,6
iq,2012,24,4
iq,2012,25,2
iq,2012,26,4
iq,2012,27,3
iq,2012,28,3
iq,2012,29,4
iq,2012,30,1
iq,2012,31,0
iq,2012,32,3
iq,2012,33,2
iq,2012,34,2
iq,2012,35,4
iq,2012,36,4
iq,2012,37,4
iq,2012,38,5
iq,2012,39,6
iq,2012,40,4
iq,2012,41,8
iq,2012,42,9
iq,2012,43,9
iq,2012,44,10
iq,2012,45,10
iq,2012,46,12
iq,2012,47,12
iq,2012,48,14
iq,2012,49,11
iq,2012,50,11
iq,2012,51,10
iq,2013,1,10
iq,2013,2,8
iq,2013,3,7
iq,2013,4,11
iq,2013,5,9
iq,2013,6,11
iq,2013,7,9
iq,2013,8,10
iq,2013,9,8
iq,2013,10,9
iq,2013,11,10
iq,2013,12,11
iq,2013,13,11
iq,2013,14,9
iq,2013,15,9
iq,2013,16,10
iq,2013,17,9
iq,2013,18,4
iq,2013,19,6
iq,2013,20,9
iq,2013,21,6
iq,2013,22,7
iq,2013,23,8
iq,2013,24,5
iq,2013,25,5
iq,2013,26,5
